ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Tenure,TotalChildren,TotalSpent,TotalPurchases,Education_Encoded,Marital_Status_Encoded,Cluster,Income_Spent_Ratio,WebPurchase_Frequency
1994,1983,Graduation,Married,10.638604968178536,1,0,2013-11-15,367.62523478827325,5,5,6,0,2,1,1,1,0,2,22.299240867878652,0,0,0,0,0,0,3,11,0,42,10.784433243146921,1.7020814183399917,10.02472719540491,34.14944999130495,2.5056222389647376,1.1246697110587993,0,0.9422971550678106,0.09272624508436364
387,1976,Basic,Married,21.489238565581342,0,0,2012-11-13,1757.5126229552836,6,16,11,11,1,16,1,2,0,3,24.72534415512662,0,0,0,0,0,0,3,11,0,49,11.707559264432174,0.9504464285714286,11.688097225174394,48.55771427122254,1.6323024054982818,1.1246697110587993,0,0.5439046706799031,0.17082979934819076
2125,1959,Graduation,Divorced,24.07778608379269,0,0,2013-11-15,2423.5003297853095,194,61,480,225,112,30,1,3,4,8,10.168724431638799,0,0,0,0,0,0,3,11,0,66,10.784433243146921,0.9504464285714286,15.920251112786232,120.59903567081047,2.5056222389647376,0.6466636811464398,1,0.6612007872062007,0.2781787352530909
8180,1952,Master,Divorced,24.00465489973243,1,1,2013-11-15,1583.7766994344074,233,2,53,3,5,14,3,6,1,5,19.873137580630683,0,0,0,0,0,0,3,11,0,73,10.784433243146921,2.4537164081085545,14.059003055243835,98.98663925093408,3.378942072431193,0.6466636811464398,0,0.5856781992479527,0.5563574705061818
2569,1987,Graduation,Married,22.507147929582484,0,0,2012-10-10,1149.4368906322165,3,14,17,6,1,5,1,1,0,3,24.72534415512662,0,0,0,0,0,0,3,11,0,38,11.76097480778804,0.9504464285714286,11.2808755050076,41.35358213126374,2.5056222389647376,1.1246697110587993,0,0.5012130164293483,0.08502696556562697
2114,1946,PhD,Single,24.409485253181423,0,0,2012-11-24,715.0970818300259,1006,22,115,59,68,45,1,7,6,12,12.59482771888677,0,0,1,1,0,0,3,11,1,79,11.689621153655116,0.9504464285714286,16.1798314632772,192.64035707039838,4.252261905897649,0.6466636811464398,1,0.6628501705568901,0.5988218016638834
9736,1980,Graduation,Married,23.579739038986784,1,1,2012-12-24,1525.8647249274486,53,5,19,2,13,4,3,3,0,3,24.72534415512662,0,0,0,0,0,0,3,11,0,45,11.63892304610939,2.4537164081085545,12.346117467512165,55.761846411181324,2.5056222389647376,1.1246697110587993,0,0.5235900807510665,0.2577558067971613
4939,1946,Graduation,Together,23.454680994574094,0,0,2012-08-31,628.2291200695877,84,5,38,150,12,28,2,4,1,6,22.299240867878652,0,0,0,0,0,0,3,11,0,79,11.82023196106938,0.9504464285714286,14.091727117299296,91.78250711097529,2.5056222389647376,1.1246697110587993,1,0.6008065989283425,0.33840283449379266
6565,1949,Master,Married,24.321094039404056,0,1,2013-03-28,2684.104215066624,1012,80,498,0,16,176,2,11,4,9,17.44703429338271,0,0,0,1,0,0,3,11,0,76,11.460130727453318,1.7020814183399917,16.626327288712474,185.43622493043958,3.378942072431193,1.1246697110587993,1,0.6836175733614273,0.9598494346708408
2278,1985,2n Cycle,Single,23.32038989172952,1,0,2012-11-03,2539.324278799227,4,17,19,30,24,39,2,2,1,3,19.873137580630683,0,0,0,0,0,0,3,11,0,40,11.723580688046184,1.7020814183399917,12.821176504340542,55.761846411181324,,0.6466636811464398,0,0.5497839686157014,0.17059634366139326
9360,1982,Graduation,Married,23.431270152104197,0,0,2012-08-08,1236.3048523926548,86,2,73,69,38,48,1,4,2,5,24.72534415512662,0,0,0,0,0,0,3,11,0,43,11.852718069071903,0.9504464285714286,14.087096610602021,91.78250711097529,2.5056222389647376,1.1246697110587993,0,0.6012092609216474,0.3374753349138937
5376,1979,Graduation,Married,20.127539219806543,1,0,2013-01-06,1265.2608396461342,1,1,1725,1,1,1,15,0,28,0,7.742621144390828,0,0,0,0,0,0,3,11,0,46,11.616093803406422,1.7020814183399917,16.582812670953988,214.25275349027476,2.5056222389647376,1.1246697110587993,1,0.823886739946612,0.0
1993,1949,PhD,Married,23.989253331597542,0,1,2012-12-23,1873.3365719692013,867,0,86,0,0,19,3,2,3,9,24.72534415512662,0,1,0,0,0,0,3,11,0,76,11.640656851431839,1.7020814183399917,15.73588269789235,113.39490353085166,4.252261905897649,1.1246697110587993,1,0.6559555014230379,0.17181161042076362
4047,1954,PhD,Married,24.12120002669986,0,1,2014-01-11,49.109375,384,0,102,21,32,5,3,6,2,9,15.02093100613474,0,0,0,0,0,0,3,11,0,71,10.506945752673639,1.7020814183399917,14.883766186017997,135.00729995072805,4.252261905897649,1.1246697110587993,1,0.6170408673508404,0.5710508211649629
1409,1951,Graduation,Together,23.545527273977193,0,1,2013-03-18,2047.0724954900777,270,3,27,39,6,99,7,7,1,5,24.72534415512662,0,0,0,0,0,0,3,11,0,74,11.480813876861731,1.7020814183399917,14.585742829731014,106.19077139089288,2.5056222389647376,1.1246697110587993,0,0.6194697897401243,0.6097128718468035
7892,1969,Graduation,Single,22.59291770163705,0,0,2013-01-02,2626.192240559665,6,4,25,15,12,13,2,2,1,3,22.299240867878652,0,0,0,0,0,0,3,11,0,56,11.623176204444613,0.9504464285714286,11.987425286171494,55.761846411181324,2.5056222389647376,0.6466636811464398,0,0.530583320157135,0.1720700060655723
2404,1976,Graduation,Married,23.8751751530856,1,1,2013-05-27,164.93332401391754,173,4,30,3,6,41,4,5,1,4,22.299240867878652,0,0,0,0,0,0,3,11,0,49,11.325692978220193,2.4537164081085545,13.78432356334077,84.5783749710165,2.5056222389647376,1.1246697110587993,0,0.5773496309433064,0.4414740898958872
5255,1986,Graduation,Single,10.638604968178536,1,0,2013-02-20,599.2731328161083,5,1,3,3,263,362,0,27,0,0,7.742621144390828,0,0,0,0,0,0,3,11,0,39,11.532592379663633,1.7020814183399917,15.115397438184473,207.04862135031598,2.5056222389647376,0.6466636811464398,0,1.4208063447601083,2.341190871153247
9422,1989,Graduation,Married,23.473851536831475,1,0,2013-05-31,801.965043590464,36,2,42,20,21,10,2,2,1,4,12.59482771888677,0,0,0,0,0,0,3,11,0,36,11.316023768108774,1.7020814183399917,12.799068047704766,62.96597855114012,2.5056222389647376,1.1246697110587993,0,0.5452478911533747,0.17674052661823422
1966,1965,PhD,Married,24.435896442332364,0,0,2013-11-22,2828.884151334021,684,100,801,21,66,0,1,6,9,10,10.168724431638799,0,0,1,0,0,0,3,11,0,60,10.754374289652496,0.9504464285714286,16.532707521890003,192.64035707039838,4.252261905897649,1.1246697110587993,1,0.6765746270412654,0.5579125143313082
6864,1989,Master,Divorced,21.952604262998328,0,0,2014-05-22,1033.6129416182991,8,4,10,2,2,4,2,3,0,3,17.44703429338271,0,0,0,0,0,0,3,11,0,36,9.094097543835,0.9504464285714286,10.669042872480004,55.761846411181324,3.378942072431193,0.6466636811464398,0,0.48600351669723973,0.3298842997383217
3033,1963,Master,Together,23.48206582912752,0,0,2013-05-11,1670.6446611948456,112,17,44,34,22,89,1,2,5,3,12.59482771888677,0,0,0,0,0,0,3,11,0,62,11.363424068337217,0.9504464285714286,14.096343085490084,84.5783749710165,3.378942072431193,1.1246697110587993,1,0.6003025112043063,0.17600328809102125
5710,1970,Graduation,Together,23.541306040991685,0,1,2012-10-10,946.7449798578609,110,0,5,2,0,3,2,2,1,4,17.44703429338271,0,1,0,0,0,0,3,11,0,55,11.76097480778804,1.7020814183399917,12.671145255919644,62.96597855114012,2.5056222389647376,1.1246697110587993,0,0.5382515835721181,0.17005393113125394
7373,1952,PhD,Divorced,23.71073388632299,0,2,2012-10-29,280.7572730278351,96,12,96,33,22,43,6,4,1,6,19.873137580630683,0,0,0,0,0,0,3,11,1,73,11.731492200166446,2.4537164081085545,14.020689886153033,91.78250711097529,4.252261905897649,0.6466636811464398,0,0.5913224767049726,0.3409625929720388
8755,1946,Master,Married,24.181714543234477,0,0,2013-02-20,164.93332401391754,482,34,471,119,68,22,1,3,5,9,22.299240867878652,0,0,0,0,0,0,3,11,0,79,11.532592379663633,0.9504464285714286,16.040489704098093,135.00729995072805,3.378942072431193,1.1246697110587993,1,0.6633313645076452,0.26013231901702744
10738,1951,Master,Single,23.781157528951248,1,1,2013-08-29,1641.6886739413662,40,0,19,2,1,3,1,2,0,3,22.299240867878652,0,0,0,0,0,0,3,11,0,74,11.067880399823167,2.4537164081085545,11.780013695010377,48.55771427122254,3.378942072431193,0.6466636811464398,0,0.4953507280152093,0.1807030730140483
4339,1970,PhD,Married,24.15839618258709,0,1,2013-12-31,1120.4809033787374,702,17,151,0,8,35,5,5,6,12,10.168724431638799,0,0,0,0,0,0,3,11,0,55,10.567115147352851,1.7020814183399917,15.643917485920895,178.2320927904808,4.252261905897649,1.1246697110587993,1,0.6475561278027525,0.4731660373032408
10755,1976,2n Cycle,Married,22.889213450774346,1,0,2013-09-02,2249.764406264433,6,3,14,15,7,36,3,3,1,2,22.299240867878652,0,0,0,0,0,0,3,11,0,49,11.055211423950318,1.7020814183399917,12.099138601064773,55.761846411181324,,1.1246697110587993,0,0.5285956473377837,0.2713652308359039
8595,1973,Graduation,Widow,23.59644763887944,0,1,2014-02-11,2915.752113094459,55,0,6,2,0,4,2,1,1,3,17.44703429338271,0,0,0,0,0,0,3,11,0,52,10.313742480949784,1.7020814183399917,11.823903063519289,48.55771427122254,2.5056222389647376,0.6466636811464398,0,0.5010882673728082,0.09695801517703889
2968,1943,PhD,Divorced,23.770250660969555,0,0,2013-02-01,1583.7766994344074,437,8,206,160,49,42,2,7,10,5,19.873137580630683,1,0,0,0,0,0,3,11,1,82,11.5687384932619,0.9504464285714286,15.6261164635272,171.027960650522,4.252261905897649,0.6466636811464398,1,0.6573812235470062,0.6050789378701128
8601,1980,Graduation,Married,24.367818825819732,0,1,2013-04-29,135.97733676043816,421,76,536,82,178,102,2,8,6,5,15.02093100613474,0,0,0,0,0,0,3,11,0,45,11.390779677823785,1.7020814183399917,16.266593192907266,149.41556423064563,2.5056222389647376,1.1246697110587993,1,0.6675440797217129,0.702322424475899
503,1985,Master,Married,22.715403504943467,1,0,2013-03-12,2597.236253306186,13,1,29,3,0,7,2,2,0,3,24.72534415512662,0,0,0,0,0,0,3,11,0,40,11.493013121455041,1.7020814183399917,11.484990716624,48.55771427122254,3.378942072431193,1.1246697110587993,0,0.5056036409005267,0.1740187693918508
8430,1957,Graduation,Together,22.797448169599846,0,1,2012-12-24,164.93332401391754,9,0,6,3,1,3,1,0,0,3,17.44703429338271,0,0,0,0,0,0,3,11,0,68,11.63892304610939,1.7020814183399917,10.23020305928042,34.14944999130495,2.5056222389647376,1.1246697110587993,0,0.44874334106052655,0.0
7281,1959,PhD,Single,10.638604968178536,0,0,2013-11-05,2365.5883552783507,81,11,50,3,2,39,1,1,3,4,10.168724431638799,0,0,0,0,0,0,3,11,0,66,10.825804346873309,0.9504464285714286,13.311143206951446,70.17011069109891,4.252261905897649,0.6466636811464398,0,1.251211342724617,0.09237188923415361
2139,1975,Master,Married,21.489238565581342,1,0,2013-10-02,599.2731328161083,3,1,10,3,2,12,3,2,0,3,17.44703429338271,0,0,0,0,0,0,3,11,0,50,10.954455231516636,1.7020814183399917,10.715719321749722,48.55771427122254,3.378942072431193,1.1246697110587993,0,0.4986551426216079,0.1825741178115255
1371,1976,Graduation,Single,24.36675446885593,0,0,2014-06-28,2133.940457250516,123,164,266,227,30,174,1,2,4,9,7.742621144390828,0,0,0,0,0,0,3,11,0,49,6.243506672128663,0.9504464285714286,15.753903573095343,120.59903567081047,2.5056222389647376,0.6466636811464398,1,0.6465327006610996,0.3203328041480445
9909,1996,2n Cycle,Married,21.489238565581342,0,0,2012-11-09,744.0530690835053,3,18,14,15,22,50,3,3,1,3,27.15144744237459,0,0,0,0,0,0,3,11,1,29,11.713999966359236,0.9504464285714286,12.695247183587663,62.96597855114012,,1.1246697110587993,0,0.590772313539357,0.25610380814542666
7286,1968,Graduation,Together,23.57618892648761,1,0,2013-05-24,2713.0602023201036,13,6,15,3,5,13,1,2,0,2,29.577550729622565,0,0,0,0,0,0,3,11,0,57,11.332881483629654,1.7020814183399917,11.538457869241764,41.35358213126374,2.5056222389647376,1.1246697110587993,0,0.48941149501387066,0.17647762423784275
7244,1951,Graduation,Single,10.638604968178536,2,1,2014-01-01,2828.884151334021,48,5,48,6,10,7,3,2,1,4,19.873137580630683,0,0,0,0,0,0,3,11,0,74,10.561798452396847,3.2053513978771173,12.71896035349285,62.96597855114012,2.5056222389647376,0.6466636811464398,0,1.1955477613406016,0.18936168958480068
6566,1954,PhD,Married,24.248782709876636,1,1,2012-11-08,1178.392877885696,826,50,317,50,38,38,9,5,2,12,24.72534415512662,0,0,0,0,0,0,3,11,0,71,11.715603410316124,2.4537164081085545,16.184293332137514,149.41556423064563,4.252261905897649,1.1246697110587993,1,0.6674270426591592,0.42678126127052673
8614,1957,Graduation,Widow,24.12421200607841,0,1,2014-05-12,888.8330053509022,245,19,125,37,67,14,1,4,2,10,10.168724431638799,0,0,0,0,0,0,3,11,0,68,9.313148466615967,1.7020814183399917,14.780405813330354,127.80316781076925,2.5056222389647376,0.6466636811464398,1,0.6126793202449986,0.42950029351925956
4114,1964,Master,Married,24.35455449457925,0,0,2012-08-11,107.02134950695877,650,37,780,27,167,32,1,6,9,13,12.59482771888677,0,0,0,0,0,0,3,11,0,61,11.848542597720677,0.9504464285714286,16.551046861494854,214.25275349027476,3.378942072431193,1.1246697110587993,1,0.6795873381785212,0.5063913937528679
1331,1977,Graduation,Single,23.38952416181134,1,0,2013-01-02,1612.7326866878868,12,6,20,30,1,3,2,2,0,3,22.299240867878652,0,0,0,0,0,0,3,11,0,48,11.623176204444613,1.7020814183399917,11.928215217419085,48.55771427122254,2.5056222389647376,0.6466636811464398,0,0.5099810981573785,0.1720700060655723
2225,1977,Graduation,Divorced,24.406279370711214,0,0,2014-06-07,1612.7326866878868,510,120,550,156,40,241,1,4,9,7,7.742621144390828,1,0,0,1,0,0,3,11,1,48,8.587331833654467,0.9504464285714286,16.483562772162855,156.61969637060443,2.5056222389647376,0.6466636811464398,1,0.6753820408998503,0.46580242588549653
9381,1978,Graduation,Married,24.1405725654711,1,1,2013-06-12,1699.600648448325,328,9,124,12,24,109,7,4,2,10,12.59482771888677,0,0,0,0,0,0,3,11,0,47,11.286417482294722,2.4537164081085545,15.04216828665302,127.80316781076925,2.5056222389647376,1.1246697110587993,1,0.6231073536411572,0.35440829707698634
6260,1955,Master,Together,24.403360263587,0,0,2012-11-19,1641.6886739413662,984,51,432,180,120,190,1,3,10,13,7.742621144390828,0,0,1,0,0,0,3,11,1,70,11.697816429633544,0.9504464285714286,16.76397509950798,199.84448921035718,3.378942072431193,1.1246697110587993,1,0.686953555511862,0.2564581191751511
10383,1966,Graduation,Divorced,24.210247437216985,0,0,2013-04-02,917.7889926043815,295,35,482,121,120,40,1,5,5,10,12.59482771888677,0,0,0,0,0,0,3,11,1,59,11.449619549150924,0.9504464285714286,15.90820583653251,156.61969637060443,2.5056222389647376,0.6466636811464398,1,0.6570856360632549,0.43669573286134106
7437,1988,Graduation,Single,23.088339506254897,1,0,2014-04-28,946.7449798578609,13,0,8,2,1,5,1,1,0,4,12.59482771888677,0,0,0,0,0,0,3,11,0,37,9.554325118389459,1.7020814183399917,10.620835777927802,48.55771427122254,2.5056222389647376,0.6466636811464398,0,0.4600086452752696,0.104664640108936
8557,1982,Graduation,Single,10.638604968178536,1,0,2013-06-17,1699.600648448325,11,3,22,2,2,6,2,2,0,3,19.873137580630683,0,0,0,0,0,0,3,11,0,43,11.273806775403035,1.7020814183399917,11.2808755050076,48.55771427122254,2.5056222389647376,0.6466636811464398,0,1.0603716877118927,0.1774023663740237
8375,1968,PhD,Married,23.93292137098019,0,1,2014-03-03,1873.3365719692013,447,0,28,0,0,43,3,8,2,6,22.299240867878652,0,0,0,0,0,0,3,11,0,57,10.164658724670254,1.7020814183399917,14.811900749532832,127.80316781076925,4.252261905897649,1.1246697110587993,1,0.6188922998549173,0.787040688398471
6853,1982,Master,Single,24.301703433328875,0,0,2013-07-04,396.58122204175265,712,26,538,69,13,80,1,3,6,11,7.742621144390828,0,1,1,0,0,0,3,11,1,43,11.229646787805276,0.9504464285714286,16.311194807687727,156.61969637060443,3.378942072431193,0.6466636811464398,1,0.6711955337796418,0.2671499875897985
3076,1975,Graduation,Together,24.145691740211298,1,1,2012-09-07,570.317145562629,452,18,102,16,18,6,4,4,2,12,12.59482771888677,0,0,0,0,0,0,3,11,0,50,11.810122572029593,2.4537164081085545,15.05662923597442,142.21143209068683,2.5056222389647376,1.1246697110587993,1,0.6235741513629818,0.33869250514582866
1012,1952,Graduation,Single,24.054215684713206,0,1,2013-02-18,801.965043590464,523,7,134,37,14,169,4,8,2,10,22.299240867878652,0,0,0,0,0,0,3,11,0,73,11.536461985652391,1.7020814183399917,15.596514430032993,156.61969637060443,2.5056222389647376,0.6466636811464398,1,0.6483900632829529,0.693453505065019
6518,1951,PhD,Widow,24.164285793381723,0,1,2013-06-11,280.7572730278351,546,0,48,0,6,6,1,7,3,8,17.44703429338271,0,0,0,0,0,0,3,11,0,74,11.288919859162252,1.7020814183399917,15.04216828665302,142.21143209068683,4.252261905897649,0.6466636811464398,1,0.6224958773982416,0.6200770390196984
4137,1948,Graduation,Together,24.21678693073949,0,0,2013-12-06,888.8330053509022,398,40,367,119,122,30,1,7,4,4,15.02093100613474,0,0,0,0,0,0,3,11,0,77,10.691275257899486,0.9504464285714286,15.885180824936128,120.59903567081047,2.5056222389647376,1.1246697110587993,1,0.6559574096418354,0.6547394797293143
8082,1971,Graduation,Married,22.98779958053713,1,0,2013-05-21,2220.808419010954,1,3,6,3,6,15,1,1,1,2,22.299240867878652,0,0,0,0,0,0,3,11,1,54,11.340016542407987,1.7020814183399917,10.84746574289695,41.35358213126374,2.5056222389647376,1.1246697110587993,0,0.471879255119358,0.0881832928779534
1386,1967,Graduation,Together,23.271291809234874,1,1,2014-05-11,49.109375,10,0,1,0,0,0,1,1,0,2,22.299240867878652,0,0,0,0,0,0,3,11,0,58,9.332536216618736,2.4537164081085545,9.273719198883832,34.14944999130495,2.5056222389647376,1.1246697110587993,0,0.39850470162570395,0.10715200849896184
9369,1979,2n Cycle,Single,24.486230846176632,0,1,2014-03-19,599.2731328161083,688,14,309,201,24,38,1,11,10,10,17.44703429338271,1,0,0,1,0,0,3,11,1,46,10.026088951895483,1.7020814183399917,16.133299156824503,235.86514991015113,,0.6466636811464398,1,0.6588722967685169,1.0971376827771306
4477,1958,Graduation,Together,24.189465279557705,0,1,2013-09-27,164.93332401391754,247,49,159,7,82,109,1,5,2,10,15.02093100613474,0,0,0,0,0,0,3,11,0,67,10.971999796672044,1.7020814183399917,15.151812542191308,135.00729995072805,2.5056222389647376,1.1246697110587993,1,0.626380631695731,0.45570544045366895
1357,1970,Graduation,Together,24.286800513877168,1,2,2013-04-08,2655.148227813145,856,59,487,58,29,73,7,2,5,5,17.44703429338271,0,0,0,0,0,0,3,11,0,55,11.436852252394331,3.2053513978771173,16.432718248109303,98.98663925093408,2.5056222389647376,1.1246697110587993,0,0.676611076815979,0.17487329169451282
1402,1954,Master,Married,24.151842744142193,0,0,2012-09-11,78.06536225347938,496,36,460,189,60,12,3,4,8,6,12.59482771888677,0,0,0,0,0,0,3,11,0,71,11.80429760127806,0.9504464285714286,16.108882717515318,142.21143209068683,3.378942072431193,1.1246697110587993,1,0.6669835874706653,0.33885963698229
10629,1973,2n Cycle,Married,10.638604968178536,1,0,2012-09-14,773.0090563369846,25,3,43,17,4,17,3,3,0,3,24.72534415512662,0,0,0,0,0,0,3,11,0,52,11.799905552490795,1.7020814183399917,12.531021691531457,55.761846411181324,,1.1246697110587993,0,1.1778820370728482,0.25423932307379715
6312,1959,Graduation,Married,24.115733413599056,0,1,2013-03-17,888.8330053509022,258,107,291,84,37,86,4,10,3,13,22.299240867878652,0,0,0,0,0,0,3,11,0,66,11.482857883992164,1.7020814183399917,15.561208127401557,199.84448921035718,2.5056222389647376,1.1246697110587993,1,0.6452720247200305,0.8708633426475335
8132,1975,PhD,Married,24.03054045252405,1,1,2013-04-05,2597.236253306186,565,6,65,0,6,19,5,9,2,8,22.299240867878652,0,1,0,0,0,0,3,11,0,50,11.443257132575695,2.4537164081085545,15.169687347923173,149.41556423064563,4.252261905897649,1.1246697110587993,1,0.6312670069944192,0.7864893618775342
1050,1952,Graduation,Married,23.10536874801941,0,0,2014-04-30,1728.5566357018045,14,10,13,4,15,9,1,2,1,4,10.168724431638799,0,0,0,0,0,0,3,11,0,73,9.523365627578132,0.9504464285714286,11.780013695010377,62.96597855114012,2.5056222389647376,1.1246697110587993,0,0.5098388094767005,0.21000978836812925
5846,1977,Graduation,Divorced,23.53221521283777,1,0,2012-12-19,2018.1165082365983,2,1,6,2,1,1,1,1,0,2,19.873137580630683,0,0,0,0,0,0,3,11,0,48,11.647560917072713,1.7020814183399917,9.500349163852984,34.14944999130495,2.5056222389647376,0.6466636811464398,0,0.4037167380090151,0.08585488473678847
1859,1972,Master,Married,24.293232941633974,0,0,2012-08-27,1033.6129416182991,721,111,925,97,18,18,1,7,6,5,17.44703429338271,0,0,0,0,0,0,3,11,1,53,11.8259612973999,0.9504464285714286,16.7127865710106,142.21143209068683,3.378942072431193,1.1246697110587993,1,0.6879605777939941,0.591918054182965
7503,1976,Graduation,Single,24.302473476253972,0,0,2012-10-12,1207.3488651391754,1032,105,779,137,105,51,0,5,8,9,15.02093100613474,1,0,0,0,0,0,3,11,1,49,11.757913685623334,0.9504464285714286,16.941968844218138,171.027960650522,2.5056222389647376,0.6466636811464398,1,0.6971294037527576,0.42524550984870835
10401,1976,2n Cycle,Together,23.01607095273539,0,0,2013-09-04,396.58122204175265,1,0,5,0,3,9,1,0,0,3,12.59482771888677,0,0,0,0,0,1,3,11,0,49,11.048813660355233,0.9504464285714286,9.949316580782714,34.14944999130495,,1.1246697110587993,0,0.43227693385261606,0.0
1618,1965,Graduation,Together,23.934919145595345,0,0,2013-01-02,309.7132602813145,577,0,64,0,0,51,2,10,1,8,24.72534415512662,1,0,0,0,0,0,3,11,1,60,11.623176204444613,0.9504464285714286,15.236969530414086,149.41556423064563,2.5056222389647376,1.1246697110587993,1,0.6366000000972675,0.8603500303278614
3332,1985,Graduation,Single,23.165164283963122,1,0,2012-08-29,2568.2802660527063,64,4,68,7,5,17,4,3,1,4,24.72534415512662,0,0,0,0,0,0,3,11,0,40,11.823100904865118,1.7020814183399917,13.136013592084613,70.17011069109891,2.5056222389647376,0.6466636811464398,0,0.567058943811526,0.2537405393170181
2261,1969,Graduation,Married,23.015054336184253,1,0,2013-06-23,193.88931126739692,4,1,5,2,0,4,1,1,0,2,22.299240867878652,0,0,0,0,0,0,3,11,0,56,11.258451872067145,1.7020814183399917,9.78579435813051,34.14944999130495,2.5056222389647376,1.1246697110587993,0,0.42519101693995526,0.08882215879796551
5346,1973,2n Cycle,Married,22.881034175537216,1,0,2013-07-03,2568.2802660527063,25,5,19,7,0,23,3,3,0,3,22.299240867878652,0,0,0,0,0,0,3,11,0,52,11.232301453356854,1.7020814183399917,12.06283590079369,55.761846411181324,,1.1246697110587993,0,0.5271980194710963,0.2670868488045634
4119,1963,Master,Together,23.48206582912752,0,0,2013-05-11,1670.6446611948456,112,17,44,34,22,89,1,2,5,3,12.59482771888677,0,0,0,0,0,0,3,11,0,62,11.363424068337217,0.9504464285714286,14.096343085490084,84.5783749710165,3.378942072431193,1.1246697110587993,1,0.6003025112043063,0.17600328809102125
